Name of Restaurant,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Roll Over," 54, Shanmugapriya Nagar, Gst Road, Potheri, Chennai",Potheri,"['Ice Cream', ' Desserts', ' Fast Food', ' Beverages']",Invalid,450.0,3.7,43,4.0,170,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Roll Over," 53B, Ground Floor, Trunk Road, Porur, Chennai",Porur,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,450.0,3.8,33,4.3,243,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Pizza Hut," 61, 1st Street, 3rd Main Road, Aditya Arcade, Kasturibai Nagar, Adyar, Chennai",Adyar,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Pizza', ' Pasta', ' Potato Wedges', ' Exotic Garlic Bread', ' Mojito', ' Garlic Bread Stick', ' Lemonade']",600.0,3.8,452,3.9,3798,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']"
Pizza Hut," New 67, Old 41, 4th Avenue, Ashok Nagar, Chennai",Ashok Nagar,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Veg Supreme Pizza', ' Pasta', ' Garlic Bread']",600.0,3.4,326,3.7,2696,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Table reservation required']"
Pizza Hut," Ground Floor, Ace Tower, Old 43 & 44, New 73 & 75, Dr. Radhakrishnan, RK Salai (Cathedral Road), Chennai",RK Salai (Cathedral Road),"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Choco Volcano', ' Tandoor Paneer Pizza', ' Mocktails', ' Potato Wedges', ' Vanilla Ice Cream', ' Pasta']",600.0,3.9,279,4.1,2660,"['Home Delivery', 'Buffet', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating', 'Catering Available']"
Pizza Hut," 1st Floor, Plot 995/J, New 172, 2nd Avenue, Anna Nagar West, Chennai",Anna Nagar West,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Choco Truffle Cake', ' Chicken Tikka', ' Chicken Sausages', ' Pane Pizza', ' Cheesy Garlic Bread', ' Cheesy Maxx Pizza', ' Garlic Bread Stick']",600.0,3.0,405,3.8,2460,"['Home Delivery', 'Indoor Seating']"
Pizza Hut," 87, Arcot Road, Sathya Garden, Virugambakkam, Chennai",Virugambakkam,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Pasta', ' Supreme Pizza', ' Chicken Wings', ' Tandoori Paneer', ' Cheese Bread']",600.0,3.4,305,3.6,1934,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Pizza Hut," 142, Velachery Road, Indira Gandhi Nagar, Velachery, Chennai","Phoenix Market City, Velachery","['Pizza', ' Fast Food', ' Finger Food', ' American']","['Pizza', ' Garlic Bread', ' Lemonade', ' Potato Wedges', ' Wings', ' Green Apple Mojito', ' Choco Volcano']",600.0,3.3,272,3.5,149,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required', 'Rooftop']"
Pizza Hut," 412/7A, KAP Annexure, Great Southern Trunk Road, Chromepet, Chennai",Chromepet,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Cheesy Garlic Bread', ' Chicken Tikka', ' Pasta', ' Tandoori Paneer', ' Supreme Pizza']",600.0,3.0,358,3.4,2691,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Pizza Hut," 3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai","Express Avenue Mall,Royapettah","['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Veggie Pizza', ' Mushroom Pasta', ' Tandoori Paneer']",600.0,3.7,291,3.9,611,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available', 'Wifi']"
Pizza Hut," 3rd Floor, Ampa Skywalk, Nelson Manickam Road, Aminijikarai, Chennai","Ampa Skywalk Mall, Aminijikarai","['Pizza', ' Fast Food', ' Finger Food', ' American']","['Iced Tea', ' Pasta', ' Jalapeno Poppers', ' Chicken Wings', ' Thin Crust Pizza', ' Cheesy Garlic Bread']",600.0,3.2,243,3.7,414,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']"
Pizza Hut," Old 1/14, New 1/4, Karapakkam, Chennai",Karapakkam,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Chicken Tikka Pizza', ' Garlic Bread', ' Supreme Pizza', ' Tandoori Paneer', ' Pane Pizza', ' Pasta', ' Veg Supreme']",600.0,3.6,290,3.0,3136,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required']"
Pizza Hut," Planet Yumm Food Court, Mahindra World City, Chengalpattu, Chennai",Chengalpattu,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Pizza', ' Stuffed Crust']",600.0,4.0,232,3.9,2912,"['Home Delivery', 'Free Parking', 'Table Reservation Not Required', 'Indoor Seating']"
Pizza Hut," Ground Floor, Unit 5, Food Court, Ambit IT Park, Ambattur Industrial Estate, Ambattur, Chennai","Ambit IT Park, Ambattur","['Pizza', ' Fast Food', ' Finger Food', ' American']","['Pizza', ' Garlic Bread', ' Pasta']",600.0,3.8,212,3.7,1700,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Pizza Hut," 185, 3rd Cross Street, Tambaram Main Road, Vijaya Nagar, Velachery, Chennai",Velachery,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Pizza', ' Garlic Bread']",600.0,3.8,123,3.7,3903,"['Home Delivery', 'Indoor Seating']"
Pizza Hut," Ground Floor, Block V, DLF IT Park, 1/124, Shivaji Gardens, Moonlight Stop, Nanadambakkam Post, Mount-Poonamallee Road, Ramapuram, Chennai",Ramapuram,"['Pizza', ' Fast Food', ' Finger Food', ' American']",['Paneer Pizza'],600.0,3.5,159,3.4,1541,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table Reservation Not Required']"
Pizza Hut," 52, 2nd Main Road, Near Axis bank, RA Puram, Chennai",RA Puram,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Pizza', ' Garlic Bread']",600.0,3.1,117,3.8,1665,"['Home Delivery', 'Indoor Seating', 'Wifi']"
Pizza Hut," 99, 1st Floor, West Mogappair Main Road, Nolambur, Near Mogappair, Chennai",Mogappair,"['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,2.8,71,3.9,1035,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Pizza Hut," Door 2/11, 184/1B, Kattupakkam, Mount Poonamallee Road, Ramapuram, Chennai",Ramapuram,"['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,3.1,35,3.7,1632,"['Home Delivery', 'Indoor Seating']"
Pizza Hut," Door 43, Plot 3, Old 2/3, Kilpauk Garden Road, Kilpauk, Chennai",Kilpauk,"['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,3.2,45,3.8,812,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Pizza Hut," Plot 111, Door 7, Thirumalai Nagar Annex, Perungudi, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,3.2,50,3.4,2096,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']"
Pizza Hut," 44, Shop S7 & S8, Pillaiyar Koil Street, Jawaharlal Nehru Road, Anna Nagar West, Chennai","VR Mall, Anna Nagar","['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,3.0,20,4.0,306,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Pizza Hut," 4/222, Ground Floor, Palavakkam Main Road, East Coast Road (ECR), Chennai",East Coast Road (ECR),"['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,3.0,11,3.8,202,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Pizza Hut," 1st Floor, Food Court, Marina Mall, 5/63, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,2.7,10,3.4,361,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']"
Pizza Hut," 183, 3rd Floor, Vijaya Forum Mall, Arcot Road, Vadapalani, Chennai","Forum Vijaya Mall, Vadapalani","['Pizza', ' Fast Food', ' Finger Food', ' American']",Invalid,600.0,2.8,10,3.7,432,"['Home Delivery', 'Indoor Seating']"
Ratna Cafe," 255, Triplicane High Road, Triplicane, Chennai",Triplicane,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Filtered Coffee', ' Idli Sambar', ' Pongal', ' Crispy Dosa', ' Masala Dosa', ' Vada', ' Plain Dosa']",400.0,4.5,1083,4.3,3596,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Ratna Cafe," South Mada Street, Alamelu Manga Puram, Sankarapuram, Mylapore, Chennai",Mylapore,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Filtered Coffee', ' Jalebi', ' Pongal', ' Idli', ' Kuzhi Paniyaram']",400.0,4.1,363,4.2,3370,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Ratna Cafe," 55, Adyar Bridge Road, Adyar, Chennai",Adyar,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Coffee', ' Vada Sambar', ' Jalebi', ' Ghee Podi Idli']",400.0,3.6,109,4.2,395,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Thambi Vilas," 3/356, OMR Side Elevated Road, Nehru Nagar, Thuraipakkam, Chennai",Thuraipakkam,"['South Indian', ' Biryani']","['Paratha', ' Elaneer Payasam', ' Rose Milk', ' Chicken 65', ' Roast Chicken', ' Mutton Biryani', ' Mutton Chukka']",500.0,3.6,745,3.3,911,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Thambi Vilas," 27, AMG Towers, Lawyer Jagannathan Street, Alandur, Chennai",Alandur,"['South Indian', ' Biryani']","['Elaneer Payasam', ' Mutton Chukka', ' Biryani', ' Roast Chicken', ' Kothu Parotta', ' Idli', ' Vanjaram Fry']",500.0,2.5,319,3.4,208,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Thambi Vilas," C-43, 2nd Avenue, Anna Nagar West, Chennai",Anna Nagar West,"['South Indian', ' Biryani']","['Paratha', ' Fish Fry', ' Elaneer Payasam', ' Roast Chicken', ' Ghee Dosa']",500.0,3.3,197,3.6,383,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Gastronomer By Double Roti," 4/27, Cenotaph,  1st Street, Teynampet, Chennai",Teynampet,"['Cafe', ' American', ' Fast Food']","['Burgers', ' Fries', ' Oreo Shake', ' Healthy Wealthy Panini', ' Sandwich', ' Nachos', ' Chilli Lime Pesto Burger']",900.0,4.5,2341,4.2,2577,"['Home Delivery', 'Indoor Seating', 'Wifi']"
Double Roti," 2/546, LHC, ECR Illam, Neelangarai, Chennai",Neelangarai,"['Italian', ' American', ' Fast Food']","['Burgers', ' Fries', ' Sandwich', ' Nachos', ' Pizza', ' Salad', ' Chips']",900.0,4.4,728,4.3,2284,"['Home Delivery', 'Outdoor Seating', 'Wifi']"
Double Roti, Delivery Only,Perungudi,"['Beverages', ' Fast Food', ' Burger']",Invalid,250.0,4.4,0,4.2,4,['Delivery Only']
Double Roti, Delivery Only,Ramapuram,"['Beverages', ' Fast Food', ' Burger']",Invalid,250.0,4.4,0,4.2,3,['Delivery Only']
Cream Centre," T10, 4th Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['North Indian', ' Italian', ' Fast Food', ' Chinese', ' Beverages']","['Nachos', ' Onion Rings', ' Malai Kofta', ' Brownie Fudge Sundae', ' Chole Bhature', ' Chaat', ' Pasta']",1600.0,4.4,623,4.2,1028,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']"
Cream Centre," 45, College Road, Near Madras Alliance Francaise, Nungambakkam, Chennai",Nungambakkam,"['North Indian', ' Italian', ' Fast Food', ' Chinese', ' Beverages']","['Nachos', ' Pasta', ' Onion Rings', ' Brownie Fudge Sundae', ' Paratha', ' Chocolate Milkshake', ' Cheese Balls']",1600.0,4.4,1437,4.2,1086,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']"
Cream Centre," 3rd Floor, Forum Vijaya Mall, Arcot Road, Vadapalani, Chennai","Forum Vijaya Mall, Vadapalani","['North Indian', ' Italian', ' Fast Food', ' Chinese', ' Beverages']","['Pasta', ' Onion Rings', ' Brownie', ' Cheese Corn Balls', ' Paratha', ' Cheese Nachos', ' Salsa']",1600.0,4.2,570,4.3,671,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Serves Jain Food', 'Table Reservation Not Required']"
Coco Jaunt 1728," 5, 1st Street, Cenotaph Road, Teynampet, Chennai",Teynampet,"['Cafe', ' Bakery']","['Sandwich', ' Peri Peri Fries', ' Pizza', ' Brownie', ' Burgers', ' Cole Slaw', ' Falafel']",650.0,4.0,515,3.6,3508,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Pre-Ordering Required']"
Cream & Fudge," 2nd Floor, Phoenix Market City, Velachery Main Road, Velachery, Chennai","Phoenix Market City, Velachery","['Ice Cream', ' Desserts', ' Fast Food']","['Waffles', ' Litchi Delight']",350.0,3.7,200,3.7,128,"['Home Delivery', 'Wheelchair Accessible', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']"
Cream & Fudge," 27, South Boag Road, T. Nagar, Chennai",T. Nagar,"['Ice Cream', ' Desserts', ' Fast Food']","['Sandwich', ' Belgium Chocolate', ' Waffles', ' Thick Shakes']",350.0,3.7,128,3.3,800,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']"
Cream & Fudge," 351, Kabaleeswaran Nagar, Neelangarai, Chennai Neelangarai",Neelangarai,"['Ice Cream', ' Desserts', ' Fast Food']",['Waffles'],350.0,3.1,71,4.1,517,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']"
Cream & Fudge," 2, Madambakkam Main Road, Rajakilpakkam, East Tambaram, Selaiyur, Chennai",Selaiyur,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,2.5,71,3.6,618,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']"
Cream & Fudge," 2A, RMG Complex, Arcot Road, Valasaravakkam, Chennai",Valasaravakkam,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,3.6,51,3.6,1687,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," Door 2, T Block, 4th Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,3.6,14,4.2,127,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," 2/111, Mount Poonamallee Road, Katupakkam, Porur, Chennai",Porur,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,2.9,26,3.8,921,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," VR Mall, 3rd Floor, J.N Road, Anna Nagar West, Chennai","VR Mall, Anna Nagar","['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,2.8,24,3.3,476,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," B 15, Prince Tower, 94, Purasawalkam High Road, Purasavakkam, Chennai",Purasavakkam,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,2.8,22,3.3,211,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," Shop 2 A, 3rd Floor, The Grand Mall, Velachery, Chennai","The Grand Mall, Velachery","['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,3.4,17,4.1,721,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," The Marina Mall, 13/1A, Shop LG 003, OMR, Egatoor, Chennai",Egatoor,['Desserts'],Invalid,500.0,3.2,24,4.0,1259,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Cream & Fudge," 12, G3, 3rd Main Road, Nanganallur, Chennai",Nanganallur,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,3.3,14,4.0,167,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Cream & Fudge," Sai Jayanth, Plot 28, 5th Street, Tansi Nagar, Velachery, Chennai",Velachery,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,350.0,3.3,16,3.9,454,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']"
Cream & Fudge," 1, Ground Floor, Anthu Street, Santhome High Road, Mylapore, Chennai",Mylapore,"['Desserts', ' Bakery', ' Beverages']",Invalid,400.0,2.6,6,3.9,272,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']"
The Kati Roll Shop," 5/389, Rajiv Gandhi Salai, Okkiyampettai, Thuraipakkam, Chennai",Thuraipakkam,"['Rolls', ' North Indian']","['Rolls', ' Kathi Roll', ' Paratha', ' Chicken Roll', ' Paneer Roll', ' Sandwich', ' Tikka']",300.0,4.0,268,3.7,2157,"['Home Delivery', 'Indoor Seating']"
The Kati Roll Shop," E- 36, 2nd Avenue, Corporate Ward 176, Besant Nagar, Chennai",Besant Nagar,"['Rolls', ' North Indian']","['Rolls', ' Tikka', ' Anda Chicken Roll']",300.0,3.8,66,3.9,881,"['Home Delivery', 'Outdoor Seating']"
The Kati Roll Shop," 103/50, Armenian Street, Parrys, Chennai",Parrys,"['Rolls', ' North Indian']",Invalid,300.0,3.5,42,3.8,191,"['Home Delivery', 'Indoor Seating']"
Sandwich Shop," 36/19, 27th Street, Nanganallur, Chennai",Nanganallur,"['Sandwich', ' Fast Food', ' Beverages']","['Pizza Sandwich', ' Ice Cream Sandwich', ' Chocolate Sandwich', ' French Fries', ' Paneer Sandwich']",350.0,4.1,100,3.9,48,"['Home Delivery', 'Indoor Seating', 'Self Service', 'Bulk Orders Accepted']"
Sri Sai Sandwich Shop," 5/48, Trunk Road, Porur, Chennai",Porur,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,350.0,3.7,44,3.8,276,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Sri Sai Sandwich Shop," 14, Sherkhan Garden, Rangarajapuram, Kodambakkam, Chennai",Kodambakkam,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,350.0,3.4,12,3.9,302,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Courtallam Border Rahmath Kadai," 145, 3rd Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['South Indian', ' Biryani', ' Chettinad']","['Gun Chicken', ' Omelette', ' Border Paratha']",400.0,3.6,226,4.1,2700,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Courtallam Border Rahmath Kadai," 50, Tana Street, Purasavakkam, Chennai",Purasavakkam,"['South Indian', ' Biryani', ' Chettinad']",Invalid,400.0,3.4,53,3.9,3189,"['Home Delivery', 'Indoor Seating']"
Courtallam Border Rahmath Kadai," 81, East Coast Road, First Avenue, Vettuvankeni, Chennai",Vettuvankeni,"['South Indian', ' Biryani', ' Chettinad']",Invalid,400.0,3.0,34,3.4,569,"['Home Delivery', 'Indoor Seating']"
Courtallam Border Rahmath Kadai," 8-14, Jaganathan Road, Nungambakkam, Chennai",Nungambakkam,"['South Indian', ' Biryani', ' Chettinad']",Invalid,400.0,2.7,11,3.9,370,"['Home Delivery', 'Indoor Seating']"
Courtallam Border Rahmath Kadai," 139, 141(123-125), Wallajah Road, Chepauk, Triplicane, Chennai",Triplicane,"['South Indian', ' Biryani', ' Chettinad']",Invalid,400.0,3.5,10,4.2,538,"['Home Delivery', 'Indoor Seating']"
La Chocolate," 57, 2B, East Coast Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Bakery', ' Desserts', ' Italian', ' Continental', ' Beverages']","['Potato Wedges', ' Fries', ' Cold Coffee', ' Chocolate Cake', ' Thin Crust Pizza', ' Berryblast', ' Pasta']",800.0,3.9,83,4.3,1735,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']"
La Chocolate," 10/21, 3rd Street, Wallace Garden, Nungambakkam, Chennai",Nungambakkam,"['Bakery', ' Desserts', ' Italian', ' Continental', ' Beverages']","['Truffle', ' Brownie']",800.0,3.2,91,4.2,622,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
La Chocolate," 101, Ashok Nagar Main Road, Dr Ambedkar Road, Ashok Nagar, Chennai",Ashok Nagar,"['Bakery', ' Desserts', ' Italian', ' Continental', ' Beverages']",Invalid,800.0,3.7,39,3.9,39,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended']"
Pupil," 46, Mount Poonamallee High Road, Nandambakkam, Ramapuram, Chennai",Ramapuram,"['Fast Food', ' Chinese', ' North Indian', ' Beverages']","['Burgers', ' Fries', ' Big Boy Burger', ' Chicken Wings', ' Patty Burger', ' Mashed Potato', ' Hot Dog']",650.0,3.9,185,4.2,1933,"['Home Delivery', 'Indoor Seating']"
Pupil," Food Court, Ground Floor, Ascendas IT Park, Taramani, Chennai","Ascendas IT Park, Taramani",['Fast Food'],"['Burgers', ' Brownie', ' Fries', ' Pasta']",500.0,3.3,81,4.0,1223,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich Shop," Shop 1, Old 52, New 2, Panni Amman, Kovil Street, Kottur, Kotturpuram, Chennai",Kotturpuram,"['Fast Food', ' Desserts', ' Beverages']","['Pizza Sandwich', ' Blue Lagoon', ' Noodle', ' Omelette', ' Paneer Sandwich']",150.0,4.4,318,4.1,905,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich Shop," 7, Venkataweshwara Nagar, 3rd Main Road, Velachery, Chennai",Velachery,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.7,95,4.0,2082,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich Shop," 354, TTK road, Poes Garden, Behind Alwarpet Post Office, Alwarpet, Chennai",Alwarpet,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.6,63,4.0,1063,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Royal Sandwich Shop," 211, St Mary's Road, Alwarpet, Chennai",Alwarpet,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.0,34,4.2,428,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich," 22/4, 3rd Cross Street, Kasturba Nagar, Adyar, Chennai",Adyar,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.6,44,4.0,3083,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich," 1, Iyappan Kovil Street, Medavakkam Main Road,  Madipakkam, Chennai",Madipakkam,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.2,29,3.1,122,"['Home Delivery', 'Indoor Seating', 'Buffet']"
Royal Sandwich Shop," 237/A, Kilpauk Garden Road, Kilpauk, Chennai",Kilpauk,"['Fast Food', ' Sandwich', ' Desserts']",Invalid,300.0,3.5,22,4.0,578,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Royal Sandwich Shop," 66, Makkaram Thottam, Redhills Road, Kolathur, Chennai",Kolathur,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.4,15,4.1,754,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Royal Sandwich," Opposite Hiranandhini Apartments, OMR, Egatoor, Chennai",Egatoor,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.7,14,3.4,174,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich," 938, 7th Main Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Sandwich', ' Fast Food', ' Desserts', ' Beverages']",Invalid,300.0,2.9,18,4.1,181,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Royal Sandwich," 177/4, Arcot Road, Alwarthirunagar, Valasaravakkam, Chennai",Valasaravakkam,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.2,12,3.9,297,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich," 124, G.A Road, Washermenpet, Chennai",Washermenpet,"['Sandwich', ' Fast Food', ' Desserts', ' Beverages']",Invalid,300.0,3.6,13,4.0,897,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich," Counter 30, Ground Floor, Ascendas IT Park, Phase 1, CSIIR Road, Taramani, Chennai",Taramani,"['Sandwich', ' Street Food', ' Beverages']",Invalid,200.0,2.9,11,3.7,174,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Royal Sandwich Shop," 118, Karuneegar Street, Adambakkam, Chennai",Adambakkam,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.4,15,4.3,225,"['Home Delivery', 'Outdoor Seating']"
Royal Sandwich," 69, Radha Nagar Main Road, Chromepet, Chennai",Chromepet,"['Sandwich', ' Fast Food', ' Desserts', ' Beverages']",Invalid,300.0,3.4,11,3.9,126,"['Home Delivery', 'Indoor Seating']"
Royal Sandwich Shop," Shop G4, 27, Desika Terrace, North Park Street, Venkatapuram, Ambattur, Chennai",Ambattur,"['Fast Food', ' Desserts', ' Beverages']",Invalid,150.0,3.6,10,4.0,444,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Royal Sandwich," MMDA Colony, Main Road, Ayyavoo Colony, Balavinayagar Nagar, Arumbakkam, Chennai",Arumbakkam,"['Sandwich', ' Fast Food', ' Desserts', ' Beverages']",Invalid,300.0,3.2,6,4.2,327,"['Home Delivery', 'Indoor Seating']"
Writer's Cafe," 1, CSIR Road, Anbazhagan Nagar, MGR Nagar, Taramani, Chennai",Taramani,"['Cafe', ' American']","['Hot Chocolate', ' Pizza', ' Pasta', ' Waffles', ' Spaghetti', ' Salad', ' Jalapeno Cheeseballs']",600.0,4.5,497,4.1,360,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Writers Cafe," VR Mall, Anna Nagar West, Chennai","VR Mall, Anna Nagar","['Cafe', ' American']","['Hot Chocolate', ' Waffles', ' Pizza', ' Cheese Pasta', ' Chicken Grill', ' Macaroni']",600.0,4.1,121,3.9,44,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Wifi']"
Writer's Cafe," 49, 3rd Main Road, Kasturibai Nagar, Adyar, Chennai",Adyar,"['Cafe', ' American']","['Coffee', ' Pasta', ' Hot Chocolate', ' Death By Chocolate', ' Lemon Chicken', ' Cappuccino', ' Fried Cheese']",600.0,3.9,119,4.4,117,"['Home Delivery', 'Indoor Seating', 'Wifi', 'All Day Breakfast']"
Writer's Cafe," Phoenix Market City, Indira Gandhi Nagar, Velachery, Chennai","Phoenix Market City, Velachery","['Bakery', ' Fast Food', ' Desserts']","['Pasta', ' Coffee', ' Pizza', ' Sandwich', ' Garlic Bread', ' Chicken Grill', ' French Fries']",450.0,2.5,143,3.5,49,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating']"
